"id","name","description","type","is_special","is_active","region_ids","min_influence","max_heat","min_title","required_hotspot_types","crew","weapons","vehicles","money","respect","influence","heat_reduction","crew_loss","weapons_loss","vehicles_loss","money_loss","heat_increase","respect_loss","duration","availability_duration","success_rate","available_until","created_at","updated_at"
"237e1764-d3d2-477e-9a9b-a90a97bc11c6",Armored Car Robbery,Hit an armored car during a cash transfer from a major bank.,carjacking,true,true,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,15125e94-a993-4456-930b-133164c4abfe,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",5,5,3,0,25,10,0,0,0,0,0,0,0,5,120,55,2025-05-17 23:43:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.371 +0800
e7576666-9d4f-45a1-9f5f-c36b6154b5f8,Car Theft Ring,Steal luxury vehicles from a wealthy neighborhood for resale.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,15125e94-a993-4456-930b-133164c4abfe,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",2,1,1,0,5,0,0,0,0,0,0,0,0,5,1,70,2025-05-17 21:44:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.358 +0800
ceeaf9a8-fc0b-4fe0-a857-8a14287112bb,Highway Interception,Intercept and hijack a vehicle transport on the highway.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3}",0,0,"","",3,2,2,0,8,0,0,0,0,0,0,0,0,5,1,65,2025-05-17 21:44:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.358 +0800
"8e269382-9f72-4834-a371-dd2282f44f02",Traffic Court Fix,Pay off a court clerk to dismiss charges against your crew members.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",1,0,1,3000,0,0,0,0,0,0,0,0,0,5,1,80,2025-05-17 21:59:48.404 +0800,2025-05-17 21:58:48.404 +0800,2025-05-17 22:49:48.358 +0800
"4a8499d6-21ee-4963-bfb6-01a04bf7a044",Traffic Court Fix,Pay off a court clerk to dismiss charges against your crew members.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",1,0,1,3000,0,0,0,0,0,0,0,0,0,5,1,80,2025-05-17 22:03:48.405 +0800,2025-05-17 22:02:48.405 +0800,2025-05-17 22:49:48.358 +0800
"9ef7330a-e9c3-49be-9452-0a161bcf4151",Highway Interception,Intercept and hijack a vehicle transport on the highway.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3}",0,0,"","",3,2,2,0,8,0,0,0,0,0,0,0,0,5,1,65,2025-05-17 21:49:48.375 +0800,2025-05-17 21:48:48.375 +0800,2025-05-17 22:49:48.358 +0800
"4d484ae0-dc85-4f18-91b3-2e6dc8d548e3",Street Recruitment,Recruit new members from local street gangs.,crew_recruitment,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",1,1,1,1000,5,0,0,0,0,0,0,0,0,5,1,90,2025-05-17 22:13:48.406 +0800,2025-05-17 22:12:48.406 +0800,2025-05-17 22:49:48.358 +0800
"5b8048ce-940a-4a58-99e8-abb5217f243c",Traffic Court Fix,Pay off a court clerk to dismiss charges against your crew members.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",1,0,1,3000,0,0,0,0,0,0,0,0,0,5,1,80,2025-05-17 21:57:48.406 +0800,2025-05-17 21:56:48.406 +0800,2025-05-17 22:49:48.358 +0800
"54fef772-b131-495f-95bb-43d2689cc2a5",Traffic Court Fix,Pay off a court clerk to dismiss charges against your crew members.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",1,0,1,3000,0,0,0,0,0,0,0,0,0,5,1,80,2025-05-17 22:42:48.371 +0800,2025-05-17 22:41:48.371 +0800,2025-05-17 22:49:48.358 +0800
"319eeed5-8ef0-4827-99f4-acfde664db97",Street Corner Takeover,Establish a presence in a new neighborhood for drug sales.,drug_trafficking,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",3,3,1,1500,8,2,0,0,0,0,0,0,0,5,1,70,2025-05-17 22:15:48.371 +0800,2025-05-17 22:14:48.371 +0800,2025-05-17 22:49:48.358 +0800
c0fb6eba-d6e4-4b42-a1e1-b61528ae724b,Corrupt the Police Captain,Bribe a high-ranking police official to provide protection for all your operations.,official_bribing,true,true,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",2,1,2,15000,20,25,0,0,0,0,0,0,0,5,120,70,2025-05-17 23:43:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.371 +0800
c2b40608-c5b4-46ba-bb20-fcc325461ffe,Local Smuggling,Move contraband across city lines avoiding checkpoints.,goods_smuggling,false,false,"{879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",2,1,2,500,6,0,0,0,0,0,0,0,0,5,1,75,2025-05-17 21:53:48.407 +0800,2025-05-17 21:52:48.407 +0800,2025-05-17 22:49:48.358 +0800
"0db8c19b-9392-4ac4-88bb-de2acac34330",Street Recruitment,Recruit new members from local street gangs.,crew_recruitment,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",1,1,1,1000,5,0,0,0,0,0,0,0,0,5,1,90,2025-05-17 21:47:48.373 +0800,2025-05-17 21:46:48.373 +0800,2025-05-17 22:49:48.358 +0800
"9ade5b97-98f0-4acb-82cc-b9203655e292",Car Theft Ring,Steal luxury vehicles from a wealthy neighborhood for resale.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,15125e94-a993-4456-930b-133164c4abfe,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",2,1,1,0,5,0,0,0,0,0,0,0,0,5,1,70,2025-05-17 21:49:48.375 +0800,2025-05-17 21:48:48.375 +0800,2025-05-17 22:49:48.358 +0800
e9d63963-d740-46d8-9b12-b4f50a0d41d5,Street Recruitment,Recruit new members from local street gangs.,crew_recruitment,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",1,1,1,1000,5,0,0,0,0,0,0,0,0,5,1,90,2025-05-17 21:55:48.378 +0800,2025-05-17 21:54:48.378 +0800,2025-05-17 22:49:48.358 +0800
"2c88f117-dd1c-4049-b683-05aa5c218c34",Car Theft Ring,Steal luxury vehicles from a wealthy neighborhood for resale.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,15125e94-a993-4456-930b-133164c4abfe,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa}",0,0,"","",2,1,1,0,5,0,0,0,0,0,0,0,0,5,1,70,2025-05-17 22:42:48.371 +0800,2025-05-17 22:41:48.371 +0800,2025-05-17 22:49:48.358 +0800
"00bf02f2-d7b8-4600-8a4c-f28dcecffa4b",Corrupt the Beat Cop,Bribe a patrol officer to look the other way during your operations.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",1,0,1,2000,0,3,0,0,0,0,0,0,0,5,1,85,2025-05-17 21:59:48.404 +0800,2025-05-17 21:58:48.404 +0800,2025-05-17 22:49:48.358 +0800
"6cc930ae-5d18-41cb-9a5c-2c10d65f7d43",Casino Vault Heist,Break into the vault of a major casino during peak hours.,carjacking,true,true,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,15125e94-a993-4456-930b-133164c4abfe,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",6,5,3,5000,35,15,0,0,0,0,0,0,0,5,120,45,2025-05-17 23:43:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.371 +0800
dd6f9c28-9c03-4412-b404-42ae6337432b,Street Corner Takeover,Establish a presence in a new neighborhood for drug sales.,drug_trafficking,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",3,3,1,1500,8,2,0,0,0,0,0,0,0,5,1,70,2025-05-17 22:11:48.376 +0800,2025-05-17 22:10:48.376 +0800,2025-05-17 22:49:48.358 +0800
bd92d406-ecb0-45e9-b01b-2ffa8988fac0,Street Recruitment,Recruit new members from local street gangs.,crew_recruitment,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",1,1,1,1000,5,0,0,0,0,0,0,0,0,5,1,90,2025-05-17 22:11:48.376 +0800,2025-05-17 22:10:48.376 +0800,2025-05-17 22:49:48.358 +0800
"14ca4fa0-7c69-48a6-b168-b22822984a6a",Street Recruitment,Recruit new members from local street gangs.,crew_recruitment,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",1,1,1,1000,5,0,0,0,0,0,0,0,0,5,1,90,2025-05-17 22:48:48.373 +0800,2025-05-17 22:47:48.373 +0800,2025-05-17 22:49:48.358 +0800
"1fc6447a-447d-4d34-8906-d0b573fe21cd",Local Smuggling,Move contraband across city lines avoiding checkpoints.,goods_smuggling,false,false,"{879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",2,1,2,500,6,0,0,0,0,0,0,0,0,5,1,75,2025-05-17 21:47:48.373 +0800,2025-05-17 21:46:48.373 +0800,2025-05-17 22:49:48.358 +0800
ceadaaa3-b3a4-4365-a4d7-d3e2c3e6105b,Corrupt the Beat Cop,Bribe a patrol officer to look the other way during your operations.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",1,0,1,2000,0,3,0,0,0,0,0,0,0,5,1,85,2025-05-17 21:53:48.407 +0800,2025-05-17 21:52:48.407 +0800,2025-05-17 22:49:48.358 +0800
"869e8296-0270-4b45-9770-c3ed7f1eb5b8",Cross-Border Run,Transport goods across state lines with fake documentation.,goods_smuggling,false,false,"{879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",3,2,3,1000,10,0,0,0,0,0,0,0,0,5,1,65,2025-05-17 22:03:48.405 +0800,2025-05-17 22:02:48.405 +0800,2025-05-17 22:49:48.358 +0800
e8ad38fe-64b7-4c35-aad0-b613006dda53,Police Scanner Network,Set up a network of police scanners to monitor law enforcement activity.,intelligence_gathering,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",2,0,2,2000,0,4,0,0,0,0,0,0,0,5,1,85,2025-05-17 22:15:48.371 +0800,2025-05-17 22:14:48.371 +0800,2025-05-17 22:49:48.358 +0800
"2a9f35c2-21cc-497e-8b83-905920d0ce01",Street Recruitment,Recruit new members from local street gangs.,crew_recruitment,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",1,1,1,1000,5,0,0,0,0,0,0,0,0,5,1,90,2025-05-17 22:07:48.378 +0800,2025-05-17 22:06:48.378 +0800,2025-05-17 22:49:48.358 +0800
"39eaa665-1773-4c48-9594-f5b78ca5664e",Local Smuggling,Move contraband across city lines avoiding checkpoints.,goods_smuggling,false,false,"{879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e}",0,0,"","",2,1,2,500,6,0,0,0,0,0,0,0,0,5,1,75,2025-05-17 21:44:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.358 +0800
"217cea30-50ba-4186-a359-fe70ad85296b",Street Corner Takeover,Establish a presence in a new neighborhood for drug sales.,drug_trafficking,false,false,"{15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",3,3,1,1500,8,2,0,0,0,0,0,0,0,5,1,70,2025-05-17 22:13:48.406 +0800,2025-05-17 22:12:48.406 +0800,2025-05-17 22:49:48.358 +0800
"0109be0e-b2ba-4434-9aa5-4cb4d7177335",Police Scanner Network,Set up a network of police scanners to monitor law enforcement activity.,intelligence_gathering,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",2,0,2,2000,0,4,0,0,0,0,0,0,0,5,1,85,2025-05-17 21:59:48.404 +0800,2025-05-17 21:58:48.404 +0800,2025-05-17 22:49:48.358 +0800
"6c2f4151-fab0-4014-ad81-17eaca1b2edc",Corrupt the Beat Cop,Bribe a patrol officer to look the other way during your operations.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",1,0,1,2000,0,3,0,0,0,0,0,0,0,5,1,85,2025-05-17 22:11:48.376 +0800,2025-05-17 22:10:48.376 +0800,2025-05-17 22:49:48.358 +0800
aa74fc7a-0641-42ce-85c1-1638ed8c9a18,Corrupt the Beat Cop,Bribe a patrol officer to look the other way during your operations.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",1,0,1,2000,0,3,0,0,0,0,0,0,0,5,1,85,2025-05-17 21:57:48.406 +0800,2025-05-17 21:56:48.406 +0800,2025-05-17 22:49:48.358 +0800
"9418d23b-b5bd-403d-8cdf-c846f346022e",Cross-Border Run,Transport goods across state lines with fake documentation.,goods_smuggling,false,false,"{879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",3,2,3,1000,10,0,0,0,0,0,0,0,0,5,1,65,2025-05-17 21:44:48.339 +0800,2025-05-17 21:43:48.339 +0800,2025-05-17 22:49:48.358 +0800
b5359004-790a-446c-a963-c0683eb4a77a,Rival Surveillance,Gather intelligence on a rival family's operations.,intelligence_gathering,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",2,1,2,500,5,5,0,0,0,0,0,0,0,5,1,80,2025-05-17 21:59:48.404 +0800,2025-05-17 21:58:48.404 +0800,2025-05-17 22:49:48.358 +0800
"3c0ad740-ec6b-485d-9ecf-fa8d069d5d69",Highway Interception,Intercept and hijack a vehicle transport on the highway.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3}",0,0,"","",3,2,2,0,8,0,0,0,0,0,0,0,0,5,1,65,2025-05-17 22:05:48.420 +0800,2025-05-17 22:04:48.420 +0800,2025-05-17 22:49:48.358 +0800
"26dfe292-94d5-4974-a5c2-bde072ad2a9e",Highway Interception,Intercept and hijack a vehicle transport on the highway.,carjacking,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3}",0,0,"","",3,2,2,0,8,0,0,0,0,0,0,0,0,5,1,65,2025-05-17 21:47:48.373 +0800,2025-05-17 21:46:48.373 +0800,2025-05-17 22:49:48.358 +0800
"4e074d53-aaef-4732-848c-895850aa4379",Police Scanner Network,Set up a network of police scanners to monitor law enforcement activity.,intelligence_gathering,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",2,0,2,2000,0,4,0,0,0,0,0,0,0,5,1,85,2025-05-17 21:51:48.418 +0800,2025-05-17 21:50:48.418 +0800,2025-05-17 22:49:48.358 +0800
"22d4c663-9674-4051-b632-13772a0e3ee1",Corrupt the Beat Cop,Bribe a patrol officer to look the other way during your operations.,official_bribing,false,false,"{be8e1f91-18c7-4e03-88cd-9bf39d9e26d2,879b082c-d704-4476-8c0a-b860bacee81c,15125e94-a993-4456-930b-133164c4abfe,4b9f4b7d-3ffb-442f-a70b-2a1ca47aecb3,e97aa3d9-daf3-41e8-a6fa-c9c30755050f,57ccbfeb-af5c-4b1b-a387-46e517ef5c7e,9a50d929-f9c0-4cd3-be0a-17c20c7dd2aa,98b8cf17-8369-463e-84b3-71ab7fdfbaf1}",0,0,"","",1,0,1,2000,0,3,0,0,0,0,0,0,0,5,1,85,2025-05-17 21:45:48.376 +0800,2025-05-17 21:44:48.376 +0800,2025-05-17 22:49:48.358 +0800
